Experiment;IP Stack;Inv Clients;Val Clients;PPSV;PPSI;Length of Experiment;Ban limit;Ban length;;Packets dropped;Packets passed;CPU (via top);Log messages exchanged;Messages received by udp_server;Packets not reaching udp_server;;Best case drop rate;Actual drop rate;;Type;
file_IPv4_1m_131068_1;IPv4;131068;254;50000;1000000;300;3;30;;290933055;24066945;0:11.55;18509964;4286389;5556981;;98,68932;96,977685;0;file;'IPv4/file/file_IPv4_1m_131068_1.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
file_IPv4_1m_131068_2;IPv4;131068;254;50000;1000000;300;3;30;;290816256;24183744;0:12.33;18501490;4290369;5682254;;98,68932;96,938752;0;file;'IPv4/file/file_IPv4_1m_131068_2.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
file_IPv4_10m_131068_1;IPv4;131068;254;50000;10000000;300;3;30;;2877269845;136153309;0:19.39;19308533;6389752;116844776;;99,868932;95,90899483;0;file;'IPv4/file/file_IPv4_10m_131068_1.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
file_IPv4_10m_131068_2;IPv4;131068;254;50000;10000000;300;3;30;;2892043262;121409017;0:18.91;19197453;6136426;102211564;;99,868932;96,40144207;0;file;'IPv4/file/file_IPv4_10m_131068_2.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
file_IPv4_20m_131068_1;IPv4;131068;254;50000;20000000;300;3;30;;5704953913;200127982;0:27.69;19797079;7913100;180330903;;99,934466;95,08256522;0;file;'IPv4/file/file_IPv4_20m_131068_1.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
file_IPv4_20m_131068_2;IPv4;131068;254;50000;20000000;300;3;30;;5710156281;203557177;0:27.06;19247615;7265124;184309562;;99,934466;95,16927135;0;file;'IPv4/file/file_IPv4_20m_131068_2.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
file_IPv4_30m_131068_1;IPv4;131068;254;50000;30000000;300;3;30;;8501224695;238828647;0:40.01;17987271;7374033;220841376;;99,95631067;94,45805217;0;file;'IPv4/file/file_IPv4_30m_131068_1.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
file_IPv4_30m_131068_2;IPv4;131068;254;50000;30000000;300;3;30;;8502216895;238295313;0:38.99;18043934;7439381;220251379;;99,95631067;94,46907661;0;file;'IPv4/file/file_IPv4_30m_131068_2.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
shm_IPv4_100k_131068_1;IPv4;131068;254;50000;100000;300;3;30;;26461165;18538836;0:10.14;18538836;3538836;0;;86,8932;88,20388333;0;shm;'IPv4/shm/shm_IPv4_100k_131068_1.csv' : Params('IPv4', '131068 clients', '100000 PPS'),
shm_IPv4_100k_131068_2;IPv4;131068;254;50000;100000;300;3;30;;26461165;18538836;0:09.41;18538836;3538836;0;;86,8932;88,20388333;0;shm;'IPv4/shm/shm_IPv4_100k_131068_2.csv' : Params('IPv4', '131068 clients', '100000 PPS'),
shm_IPv4_1m_131068_1;IPv4;131068;254;50000;1000000;300;3;30;;295298889;19701110;0:12.95;19473288;4485911;227822;;98,68932;98,432963;0;shm;'IPv4/shm/shm_IPv4_1m_131068_1.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
shm_IPv4_1m_131068_2;IPv4;131068;254;50000;1000000;300;3;30;;295079308;19920691;0:14.11;19491850;4513951;428841;;98,68932;98,35976933;0;shm;'IPv4/shm/shm_IPv4_1m_131068_2.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
shm_IPv4_10m_131068_1;IPv4;131068;254;50000;10000000;300;3;30;;2954277495;58363526;0:29.47;25401537;10753851;32961989;;99,868932;98,4759165;0;shm;'IPv4/shm/shm_IPv4_10m_131068_1.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
shm_IPv4_10m_131068_2;IPv4;131068;254;50000;10000000;300;3;30;;2956363756;56553195;0:30.59;23504495;8822356;33048700;;99,868932;98,54545853;0;shm;'IPv4/shm/shm_IPv4_10m_131068_2.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
shm_IPv4_20m_131068_1;IPv4;131068;254;50000;20000000;300;3;30;;5909793886;77329240;0:45.88;24028830;9606096;53300409;;99,934466;98,49656477;-1;shm;'IPv4/shm/shm_IPv4_20m_131068_1.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
shm_IPv4_20m_131068_2;IPv4;131068;254;50000;20000000;300;3;30;;5899879568;78562457;0:44.75;24057906;9667541;54504551;;99,934466;98,33132613;0;shm;'IPv4/shm/shm_IPv4_20m_131068_2.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
shm_IPv4_30m_131068_1;IPv4;131068;254;50000;30000000;300;3;30;;8752260479;106316839;1:20.72;24966498;11120354;81350341;;99,95631067;97,24733866;0;shm;'IPv4/shm/shm_IPv4_30m_131068_1.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
shm_IPv4_30m_131068_2;IPv4;131068;254;50000;30000000;300;3;30;;8756616433;104142273;1:11.92;25317763;11503903;78824510;;99,95631067;97,29573814;0;shm;'IPv4/shm/shm_IPv4_30m_131068_2.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
sock_IPv4_100k_131068_1;IPv4;131068;254;50000;100000;300;3;30;;26443217;18556785;1:40.40;18529790;3538836;26995;;86,8932;88,14405667;0;sock;'IPv4/sock/sock_IPv4_100k_131068_1.csv' : Params('IPv4', '131068 clients', '100000 PPS'),
sock_IPv4_100k_131068_2;IPv4;131068;254;50000;100000;300;3;30;;26443296;18556706;1:43.48;18529863;3538836;26843;;86,8932;88,14432;0;sock;'IPv4/sock/sock_IPv4_100k_131068_2.csv' : Params('IPv4', '131068 clients', '100000 PPS'),
sock_IPv4_1m_131068_1;IPv4;131068;254;50000;1000000;300;3;30;;294608063;20391946;1:11.73;18909140;3998004;1482806;;98,68932;98,20268767;0;sock;'IPv4/sock/sock_IPv4_1m_131068_1.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
sock_IPv4_1m_131068_2;IPv4;131068;254;50000;1000000;300;3;30;;294846044;20153965;0:53.07;18922740;3994574;1231225;;98,68932;98,28201467;0;sock;'IPv4/sock/sock_IPv4_1m_131068_2.csv' : Params('IPv4', '131068 clients', '1000000 PPS'),
sock_IPv4_10m_131068_1;IPv4;131068;254;50000;10000000;300;3;30;;2916273421;95524089;2:13.54;19015853;4767085;76508235;;99,868932;97,20911403;-1;sock;'IPv4/sock/sock_IPv4_10m_131068_1.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
sock_IPv4_10m_131068_2;IPv4;131068;254;50000;10000000;300;3;30;;2921367526;89682422;2:10.76;19034700;4767224;70647722;;99,868932;97,37891753;0;sock;'IPv4/sock/sock_IPv4_10m_131068_2.csv' : Params('IPv4', '131068 clients', '10000000 PPS'),
sock_IPv4_20m_131068_1;IPv4;131068;254;50000;20000000;300;3;30;;5831496031;123217625;3:18.23;18850769;5164025;104366856;;99,934466;97,19160052;0;sock;'IPv4/sock/sock_IPv4_20m_131068_1.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
sock_IPv4_20m_131068_2;IPv4;131068;254;50000;20000000;300;3;30;;5834399817;118707396;3:12.00;18951602;5188194;99755792;;99,934466;97,23999695;-2;sock;'IPv4/sock/sock_IPv4_20m_131068_2.csv' : Params('IPv4', '131068 clients', '20000000 PPS'),
sock_IPv4_30m_131068_1;IPv4;131068;254;50000;30000000;300;3;30;;8597943171;181915558;5:15.83;18340310;5934964;163575248;;99,95631067;95,5327019;0;sock;'IPv4/sock/sock_IPv4_30m_131068_1.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
sock_IPv4_30m_131068_2;IPv4;131068;254;50000;30000000;300;3;30;;8612011577;180893594;5:23.02;18328522;5926122;162565072;;99,95631067;95,68901752;0;sock;'IPv4/sock/sock_IPv4_30m_131068_2.csv' : Params('IPv4', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
OLD IPv6 131068;;;;;;;;;;;;;;;;;;;;;
file_IPv6_100k_131068_1;IPv6;131068;254;50000;100000;300;3;30;;25956606;19043396;0:08.43;18127630;3538836;915766;;86,8932;86,52202;0;file;'IPv6/file/file_IPv6_100k_131068_1.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
file_IPv6_100k_131068_2;IPv6;131068;254;50000;100000;300;3;30;;25986496;19013506;0:08.49;18156046;3538836;857460;;86,8932;86,62165333;0;file;'IPv6/file/file_IPv6_100k_131068_2.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
file_IPv6_1m_131068_1;IPv6;131068;254;50000;1000000;300;3;30;;291112947;23887062;0:11.86;18498676;4289315;5388386;;98,68932;97,037649;0;file;'IPv6/file/file_IPv6_1m_131068_1.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
file_IPv6_1m_131068_2;IPv6;131068;254;50000;1000000;300;3;30;;291104181;23895828;0:11.92;18507822;4300782;5388006;;98,68932;97,034727;0;file;'IPv6/file/file_IPv6_1m_131068_2.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
file_IPv6_10m_131068_1;IPv6;131068;254;50000;10000000;300;3;30;;2875626763;137960565;0:19.49;19181903;6243981;118778662;;99,868932;95,85422543;0;file;'IPv6/file/file_IPv6_10m_131068_1.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
file_IPv6_10m_131068_2;IPv6;131068;254;50000;10000000;300;3;30;;2891662296;121957604;0:18.66;19118787;6032773;102838817;;99,868932;96,3887432;0;file;'IPv6/file/file_IPv6_10m_131068_2.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
file_IPv6_20m_131068_1;IPv6;131068;254;50000;20000000;300;3;30;;5742592262;181944357;0:27.93;19385036;7318274;162559321;;99,934466;95,70987103;0;file;'IPv6/file/file_IPv6_20m_131068_1.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
file_IPv6_20m_131068_2;IPv6;131068;254;50000;20000000;300;3;30;;5720631113;191181350;0:26.72;19659923;7615243;171521427;;99,934466;95,34385188;0;file;'IPv6/file/file_IPv6_20m_131068_2.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
file_IPv6_30m_131068_1;IPv6;131068;254;50000;30000000;300;3;30;;8572603416;228068510;0:38.41;17894711;6914255;210173799;;99,95631067;95,25114907;0;file;'IPv6/file/file_IPv6_30m_131068_1.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
file_IPv6_30m_131068_2;IPv6;131068;254;50000;30000000;300;3;30;;8611266512;205050357;0:39.17;17824822;6942780;187225533;;99,95631067;95,68073902;-2;file;'IPv6/file/file_IPv6_30m_131068_2.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
shm_IPv6_100k_131068_1;IPv6;131068;254;50000;100000;300;3;30;;26461156;18538846;0:10.20;18538831;3538836;15;;86,8932;88,20385333;0;shm;'IPv6/shm/shm_IPv6_100k_131068_1.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
shm_IPv6_100k_131068_2;IPv6;131068;254;50000;100000;300;3;30;;26461165;18538837;0:10.37;18538837;3538836;0;;86,8932;88,20388333;0;shm;'IPv6/shm/shm_IPv6_100k_131068_2.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
shm_IPv6_1m_131068_1;IPv6;131068;254;50000;1000000;300;3;30;;295108778;19891231;0:16.20;19429949;4452889;461282;;98,68932;98,36959267;0;shm;'IPv6/shm/shm_IPv6_1m_131068_1.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
shm_IPv6_1m_131068_2;IPv6;131068;254;50000;1000000;300;3;30;;295097365;19902644;0:15.82;19464052;4486401;438592;;98,68932;98,36578833;0;shm;'IPv6/shm/shm_IPv6_1m_131068_2.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
shm_IPv6_10m_131068_1;IPv6;131068;254;50000;10000000;300;3;30;;2956201415;56711714;0:29.93;24052968;9379388;32658744;;99,868932;98,54004717;-2;shm;'IPv6/shm/shm_IPv6_10m_131068_1.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
shm_IPv6_10m_131068_2;IPv6;131068;254;50000;10000000;300;3;30;;2957951339;54405512;0:29.84;23832096;9153308;30573416;;99,868932;98,59837797;0;shm;'IPv6/shm/shm_IPv6_10m_131068_2.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
shm_IPv6_20m_131068_1;IPv6;131068;254;50000;20000000;300;3;30;;5901416921;78213140;0:47.31;24139364;9728987;54073775;;99,934466;98,35694868;-1;shm;'IPv6/shm/shm_IPv6_20m_131068_1.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
shm_IPv6_20m_131068_2;IPv6;131068;254;50000;20000000;300;3;30;;5904861645;76778824;0:44.12;24592460;10172282;52186364;;99,934466;98,41436075;0;shm;'IPv6/shm/shm_IPv6_20m_131068_2.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
shm_IPv6_30m_131068_1;IPv6;131068;254;50000;30000000;300;3;30;;8760107054;109084407;1:14.71;25076224;11144748;84008183;;99,95631067;97,33452282;0;shm;'IPv6/shm/shm_IPv6_30m_131068_1.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
shm_IPv6_30m_131068_2;IPv6;131068;254;50000;30000000;300;3;30;;8771301003;102226871;1:16.68;25280470;11302280;76946401;;99,95631067;97,45890003;0;shm;'IPv6/shm/shm_IPv6_30m_131068_2.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
sock_IPv6_100k_131068_1;IPv6;131068;254;50000;100000;300;3;30;;26443333;18556669;1:41.33;18529846;3538836;26823;;86,8932;88,14444333;0;sock;'IPv6/sock/sock_IPv6_100k_131068_1.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
sock_IPv6_100k_131068_2;IPv6;131068;254;50000;100000;300;3;30;;26443171;18556831;1:42.30;18529773;3538836;27058;;86,8932;88,14390333;0;sock;'IPv6/sock/sock_IPv6_100k_131068_2.csv' : Params('IPv6', '131068 clients', '100000 PPS'),
sock_IPv6_1m_131068_1;IPv6;131068;254;50000;1000000;300;3;30;;294802342;20197667;1:08.08;18897025;3979243;1300642;;98,68932;98,26744733;0;sock;'IPv6/sock/sock_IPv6_1m_131068_1.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
sock_IPv6_1m_131068_2;IPv6;131068;254;50000;1000000;300;3;30;;294872390;20127619;1:10.21;18895433;3974274;1232186;;98,68932;98,29079667;0;sock;'IPv6/sock/sock_IPv6_1m_131068_2.csv' : Params('IPv6', '131068 clients', '1000000 PPS'),
sock_IPv6_10m_131068_1;IPv6;131068;254;50000;10000000;300;3;30;;2920107691;91633875;2:24.33;19224012;4980444;72409863;;99,868932;97,33692303;0;sock;'IPv6/sock/sock_IPv6_10m_131068_1.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
sock_IPv6_10m_131068_2;IPv6;131068;254;50000;10000000;300;3;30;;2916351683;93711005;2:18.04;19112271;4875647;74598734;;99,868932;97,21172277;0;sock;'IPv6/sock/sock_IPv6_10m_131068_2.csv' : Params('IPv6', '131068 clients', '10000000 PPS'),
sock_IPv6_20m_131068_1;IPv6;131068;254;50000;20000000;300;3;30;;5834551873;119056979;3:25.28;19036534;5360038;100020445;;99,934466;97,24253122;0;sock;'IPv6/sock/sock_IPv6_20m_131068_1.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
sock_IPv6_20m_131068_2;IPv6;131068;254;50000;20000000;300;3;30;;5837973177;118429042;3:15.98;19222193;5455606;99206849;;99,934466;97,29955295;0;sock;'IPv6/sock/sock_IPv6_20m_131068_2.csv' : Params('IPv6', '131068 clients', '20000000 PPS'),
sock_IPv6_30m_131068_1;IPv6;131068;254;50000;30000000;300;3;30;;8620585091;177327471;5:17.37;18664802;6183836;158662668;;99,95631067;95,78427879;-1;sock;'IPv6/sock/sock_IPv6_30m_131068_1.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
sock_IPv6_30m_131068_2;IPv6;131068;254;50000;30000000;300;3;30;;8601912129;187515490;5:13.71;18638106;6140644;168877384;;99,95631067;95,57680143;0;sock;'IPv6/sock/sock_IPv6_30m_131068_2.csv' : Params('IPv6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
shm_IPv4v6_100k_2ndReader_1;IPv4v6;131068;254;50000;100000;300;3;30;;26461164;18538838;0:10.99+0:00.99;18538838;3538836;0;;86,8932;88,20388;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_100k_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '100000 PPS'),
shm_IPv4v6_100k_2ndReader_2;IPv4v6;131068;254;50000;100000;300;3;30;;26461166;18538836;0:10.61+0:00.93;18538836;3538836;0;;86,8932;88,20388667;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_100k_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '100000 PPS'),
shm_IPv4v6_1m_2ndReader_1;IPv4v6;131068;254;50000;1000000;300;3;30;;295247366;19752636;0:17.76+0:01.21;19476626;4490521;276010;;98,68932;98,41578867;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_1m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '1000000 PPS'),
shm_IPv4v6_1m_2ndReader_2;IPv4v6;131068;254;50000;1000000;300;3;30;;295230612;19769390;0:16.38+0:01.20;19478842;4493236;290548;;98,68932;98,410204;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_1m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '1000000 PPS'),
shm_IPv4v6_10m_2ndReader_1;IPv4v6;131068;254;50000;10000000;300;3;30;;2971507368;42133669;0:31.68+0:02.88;22971392;8182093;19162277;;99,868932;99,0502456;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_10m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '10000000 PPS'),
shm_IPv4v6_10m_2ndReader_2;IPv4v6;131068;254;50000;10000000;300;3;30;;2972531972;40928329;0:31.84+0:02.96;23027205;8236038;17901124;;99,868932;99,08439907;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_10m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '10000000 PPS'),
shm_IPv4v6_20m_2ndReader_1;IPv4v6;131068;254;50000;20000000;300;3;30;;5915044964;79917567;0:49.90+0:04.84;24614045;10125502;55303522;;99,934466;98,58408273;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_20m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '20000000 PPS'),
shm_IPv4v6_20m_2ndReader_2;IPv4v6;131068;254;50000;20000000;300;3;30;;5915872297;81621708;0:47.74+0:04.65;24403930;9889346;57217778;;99,934466;98,59787162;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_20m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '20000000 PPS'),
shm_IPv4v6_30m_2ndReader_1;IPv4v6;131068;254;50000;30000000;300;3;30;;8783185792;118738857;1:34.60+0:09.11;24701493;10816835;94037363;;99,95631067;97,59095324;-1;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_30m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
shm_IPv4v6_30m_2ndReader_2;IPv4v6;131068;254;50000;30000000;300;3;30;;8779524819;117467628;1:27.73+0:07.79;25044283;11145680;92423345;;99,95631067;97,55027577;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_30m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
sock_IPv4v6_100k_2ndReader_1;IPv4v6;131068;254;50000;100000;300;3;30;;26098727;18901275;1:15.34+0:41.21;18239489;3538836;661786;;86,8932;86,99575667;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_100k_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '100000 PPS'),
sock_IPv4v6_100k_2ndReader_2;IPv4v6;131068;254;50000;100000;300;3;30;;26221425;18778577;1:15.21+0:41.34;18414991;3538836;363586;;86,8932;87,40475;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_100k_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '100000 PPS'),
sock_IPv4v6_1m_2ndReader_1;IPv4v6;131068;254;50000;1000000;300;3;30;;289061221;25938781;1:20.82+0:51.18;18287810;4146498;7650971;;98,68932;96,35374033;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_1m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '1000000 PPS'),
sock_IPv4v6_1m_2ndReader_2;IPv4v6;131068;254;50000;1000000;300;3;30;;289379250;25620752;1:21.39+0:51.15;18343025;4152325;7277727;;98,68932;96,45975;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_1m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '1000000 PPS'),
sock_IPv4v6_10m_2ndReader_1;IPv4v6;131068;254;50000;10000000;300;3;30;;2768035569;242739158;2:46.25+1:30.54;16739761;5461805;225999397;;99,868932;92,2678523;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_10m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '10000000 PPS'),
sock_IPv4v6_10m_2ndReader_2;IPv4v6;131068;254;50000;10000000;300;3;30;;2762839458;247976037;2:53.82+1:33.00;16962883;5795047;231013154;;99,868932;92,0946486;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_10m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '10000000 PPS'),
sock_IPv4v6_20m_2ndReader_1;IPv4v6;131068;254;50000;20000000;300;3;30;;5244844234;624809552;4:11.49+2:19.22;11315738;6500489;613493814;;99,934466;87,41407057;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_20m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '20000000 PPS'),
sock_IPv4v6_20m_2ndReader_2;IPv4v6;131068;254;50000;20000000;300;3;30;;5254620177;628434461;4:17.09+2:24.59;11452102;6724661;616982359;;99,934466;87,57700295;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_20m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '20000000 PPS'),
sock_IPv4v6_30m_2ndReader_1;IPv4v6;131068;254;50000;30000000;300;3;30;;4880091003;2385526036;0:31.91+0:24.32;3102917;3003876;2382423119;;99,95631067;54,22323337;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_30m_2ndReader_1.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
sock_IPv4v6_30m_2ndReader_2;IPv4v6;131068;254;50000;30000000;300;3;30;;4914101374;2433075795;0:30.11+0:23.55;3115753;3027314;2429960042;;99,95631067;54,60112638;0;2ndReader;'IPv4v6/2ndReader/sock_IPv4v6_30m_2ndReader_2.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
shm_IPv4v6_30m_2ndReaderNoOverwrite_1;IPv4v6;131068;254;50000;30000000;300;3;30;;8799343174;125557237;1:39.47+0:08.78;24944694;10843037;100612543;;99,95631067;97,77047971;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_30m_2ndReaderNoOverwrite_1.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
shm_IPv4v6_30m_2ndReaderNoOverwrite_2;IPv4v6;131068;254;50000;30000000;300;3;30;;8808259635;119223002;1:39.04+0:09.16;25320088;11234185;93902914;;99,95631067;97,8695515;0;2ndReader;'IPv4v6/2ndReader/shm_IPv4v6_30m_2ndReaderNoOverwrite_2.csv' : Params('IPv4v6', '131068 clients', '30000000 PPS'),
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
